Label,Text,clean_msg,msg_lower,token,spell,no_stopwords,msg_stemmed,msg_lemmatized,msg_n_gram_2,msg_n_gram_3,msg_n_gram_4,msg_string
positive,"aku dosis sinovac dosis moderna. efek ke orang beda kok nder, makan dulu sebelum vaksin ya. aku gapapa sih setelah vaksin ibuku jg gapapa ( az, moderna) gapapa kok ayo vaksin",aku dosis sinovac dosis moderna efek ke orang beda kok nder makan dulu sebelum vaksin ya aku gapapa sih setelah vaksin ibuku jg gapapa  az moderna gapapa kok ayo vaksin,aku dosis sinovac dosis moderna efek ke orang beda kok nder makan dulu sebelum vaksin ya aku gapapa sih setelah vaksin ibuku jg gapapa  az moderna gapapa kok ayo vaksin,"['aku', 'dosis', 'sinovac', 'dosis', 'moderna', 'efek', 'ke', 'orang', 'beda', 'kok', 'nder', 'makan', 'dulu', 'sebelum', 'vaksin', 'ya', 'aku', 'gapapa', 'sih', 'setelah', 'vaksin', 'ibuku', 'jg', 'gapapa', 'az', 'moderna', 'gapapa', 'kok', 'ayo', 'vaksin']","['aku', 'dosis', 'sinovac', 'dosis', 'moderna', 'efek', 'ke', 'orang', 'beda', 'kok', 'nder', 'makan', 'dahulu', 'sebelum', 'vaksin', 'ya', 'aku', 'gapapa', 'sih', 'setelah', 'vaksin', 'ibuku', 'juga', 'gapapa', 'astrazeneca', 'moderna', 'gapapa', 'kok', 'ayo', 'vaksin']","['dosis', 'sinovac', 'dosis', 'moderna', 'efek', 'orang', 'beda', 'makan', 'vaksin', 'vaksin', 'ibuku', 'astrazeneca', 'moderna', 'ayo', 'vaksin']","['dosis', 'sinovac', 'dosis', 'moderna', 'efek', 'orang', 'beda', 'makan', 'vaksin', 'vaksin', 'ibu', 'astrazeneca', 'moderna', 'ayo', 'vaksin']","['dosis', 'sinovac', 'dosis', 'moderna', 'efek', 'orang', 'beda', 'makan', 'vaksin', 'vaksin', 'ibuku', 'astrazeneca', 'moderna', 'ayo', 'vaksin']",[],[],[],dosis sinovac dosis moderna efek orang beda makan vaksin vaksin ibu astrazeneca moderna ayo vaksin
positive,"sudah jam vaksin booster moderna, belom terasa efek apapun. mulai agak kerasa nyeri di lengan sih. tapi masih aman aja",sudah jam vaksin booster moderna belom terasa efek apapun mulai agak kerasa nyeri di lengan sih tapi masih aman aja,sudah jam vaksin booster moderna belom terasa efek apapun mulai agak kerasa nyeri di lengan sih tapi masih aman aja,"['sudah', 'jam', 'vaksin', 'booster', 'moderna', 'belom', 'terasa', 'efek', 'apapun', 'mulai', 'agak', 'kerasa', 'nyeri', 'di', 'lengan', 'sih', 'tapi', 'masih', 'aman', 'aja']","['sudah', 'jam', 'vaksin', 'booster', 'moderna', 'belum', 'terasa', 'efek', 'apapun', 'mulai', 'sedikit', 'terasa', 'nyeri', 'di', 'lengan', 'sih', 'tapi', 'masih', 'aman', 'saja']","['jam', 'vaksin', 'booster', 'moderna', 'terasa', 'efek', 'apapun', 'mulai', 'sedikit', 'terasa', 'nyeri', 'lengan', 'aman']","['jam', 'vaksin', 'booster', 'moderna', 'asa', 'efek', 'apa', 'mulai', 'sedikit', 'asa', 'nyeri', 'lengan', 'aman']","['jam', 'vaksin', 'booster', 'moderna', 'terasa', 'efek', 'apapun', 'mulai', 'sedikit', 'terasa', 'nyeri', 'lengan', 'aman']",[],[],[],jam vaksin booster moderna asa efek apa mulai sedikit asa nyeri lengan aman
negative,ini efek nya booster moderna gini bgt ya,ini efek nya booster moderna gini bgt ya,ini efek nya booster moderna gini bgt ya,"['ini', 'efek', 'nya', 'booster', 'moderna', 'gini', 'bgt', 'ya']","['ini', 'efek', 'nya', 'booster', 'moderna', 'begini', 'sekali', 'ya']","['efek', 'booster', 'moderna', 'begini', 'sekali']","['efek', 'booster', 'moderna', 'begini', 'sekali']","['efek', 'booster', 'moderna', 'begini', 'sekali']",[],[],[],efek booster moderna begini sekali
negative,luar biasa emang efek vaksin moderna ini. tangan seperti lumpuh,luar biasa emang efek vaksin moderna ini tangan seperti lumpuh,luar biasa emang efek vaksin moderna ini tangan seperti lumpuh,"['luar', 'biasa', 'emang', 'efek', 'vaksin', 'moderna', 'ini', 'tangan', 'seperti', 'lumpuh']","['luar', 'biasa', 'memang', 'efek', 'vaksin', 'moderna', 'ini', 'tangan', 'seperti', 'lumpuh']","['luar', 'biasa', 'memang', 'efek', 'vaksin', 'moderna', 'tangan', 'lumpuh']","['luar', 'biasa', 'memang', 'efek', 'vaksin', 'moderna', 'tangan', 'lumpuh']","['luar', 'biasa', 'memang', 'efek', 'vaksin', 'moderna', 'tangan', 'lumpuh']",[],[],[],luar biasa memang efek vaksin moderna tangan lumpuh
negative,"efek booster moderna bikin pegal sebadan badan kayak abis digebuk,padahal udah jam lebih yang lalu divaksin",efek booster moderna bikin pegal sebadan badan kayak abis digebukpadahal udah jam lebih yang lalu divaksin,efek booster moderna bikin pegal sebadan badan kayak abis digebukpadahal udah jam lebih yang lalu divaksin,"['efek', 'booster', 'moderna', 'bikin', 'pegal', 'sebadan', 'badan', 'kayak', 'abis', 'digebukpadahal', 'udah', 'jam', 'lebih', 'yang', 'lalu', 'divaksin']","['efek', 'booster', 'moderna', 'buat', 'pegal', 'sebadan', 'badan', 'seperti', 'setelah', 'digebukpadahal', 'sudah', 'jam', 'lebih', 'yang', 'lalu', 'divaksin']","['efek', 'booster', 'moderna', 'buat', 'pegal', 'sebadan', 'badan', 'digebukpadahal', 'jam', 'lebih', 'lalu', 'divaksin']","['efek', 'booster', 'moderna', 'buat', 'pegal', 'bad', 'badan', 'digebukpadahal', 'jam', 'lebih', 'lalu', 'vaksin']","['efek', 'booster', 'moderna', 'buat', 'pegal', 'sebadan', 'badan', 'digebukpadahal', 'jam', 'lebih', 'lalu', 'divaksin']",[],[],[],efek booster moderna buat pegal bad badan digebukpadahal jam lebih lalu vaksin
positive,owh efek umum ternyata aku kira cuma moderna yg kaya gini,owh efek umum ternyata aku kira cuma moderna yg kaya gini,owh efek umum ternyata aku kira cuma moderna yg kaya gini,"['owh', 'efek', 'umum', 'ternyata', 'aku', 'kira', 'cuma', 'moderna', 'yg', 'kaya', 'gini']","['owh', 'efek', 'umum', 'ternyata', 'aku', 'kira', 'hanya', 'moderna', 'yang', 'seperti', 'begini']","['owh', 'efek', 'umum', 'ternyata', 'kira', 'moderna', 'begini']","['owh', 'efek', 'umum', 'nyata', 'kira', 'moderna', 'begini']","['owh', 'efek', 'umum', 'ternyata', 'kira', 'moderna', 'begini']",[],[],[],owh efek umum nyata kira moderna begini
negative,waktu gue vaksin ke- pake moderna sakit banget juga sampe menggigil. terus katanya efek booster lebih parah ya? hixxxx semoga cepat membaik!,waktu gue vaksin ke pake moderna sakit banget juga sampe menggigil terus katanya efek booster lebih parah ya hixxxx semoga cepat membaik,waktu gue vaksin ke pake moderna sakit banget juga sampe menggigil terus katanya efek booster lebih parah ya hixxxx semoga cepat membaik,"['waktu', 'gue', 'vaksin', 'ke', 'pake', 'moderna', 'sakit', 'banget', 'juga', 'sampe', 'menggigil', 'terus', 'katanya', 'efek', 'booster', 'lebih', 'parah', 'ya', 'hixxxx', 'semoga', 'cepat', 'membaik']","['waktu', 'aku', 'vaksin', 'ke', 'pakai', 'moderna', 'sakit', 'sekali', 'juga', 'sampai', 'menggigil', 'terus', 'katanya', 'efek', 'booster', 'lebih', 'parah', 'ya', 'hixxxx', 'semoga', 'cepat', 'membaik']","['waktu', 'vaksin', 'pakai', 'moderna', 'sakit', 'sekali', 'menggigil', 'terus', 'katanya', 'efek', 'booster', 'lebih', 'parah', 'hixxxx', 'semoga', 'cepat', 'membaik']","['waktu', 'vaksin', 'pakai', 'moderna', 'sakit', 'sekali', 'gigil', 'terus', 'kata', 'efek', 'booster', 'lebih', 'parah', 'hixxxx', 'moga', 'cepat', 'baik']","['waktu', 'vaksin', 'pakai', 'moderna', 'sakit', 'sekali', 'menggigil', 'terus', 'katanya', 'efek', 'booster', 'lebih', 'parah', 'hixxxx', 'semoga', 'cepat', 'membaik']",[],[],[],waktu vaksin pakai moderna sakit sekali gigil terus kata efek booster lebih parah hixxxx moga cepat baik
positive,efek booster pakai moderna emg ada batuk pilek juga kah?,efek booster pakai moderna emg ada batuk pilek juga kah,efek booster pakai moderna emg ada batuk pilek juga kah,"['efek', 'booster', 'pakai', 'moderna', 'emg', 'ada', 'batuk', 'pilek', 'juga', 'kah']","['efek', 'booster', 'pakai', 'moderna', 'memang', 'ada', 'batuk', 'flu', 'juga', 'kah']","['efek', 'booster', 'pakai', 'moderna', 'memang', 'batuk', 'flu']","['efek', 'booster', 'pakai', 'moderna', 'memang', 'batuk', 'flu']","['efek', 'booster', 'pakai', 'moderna', 'memang', 'batuk', 'flu']",[],[],[],efek booster pakai moderna memang batuk flu
positive,"sakit kali vaksin ke- moderna,badan terasa sakit menggigil,demam dan paling sakit kepala ku,ku kira lewat nyawa ku,syukur minum mefenamic acid dan obat yg di kasih dokter,setelah minum obat badan ringan,ngeri efek nya,mungkin karena kemarin main abis vaksin bukan nya istirahat",sakit kali vaksin ke modernabadan terasa sakit menggigildemam dan paling sakit kepala kuku kira lewat nyawa kusyukur minum mefenamic acid dan obat yg di kasih doktersetelah minum obat badan ringanngeri efek nyamungkin karena kemarin main abis vaksin bukan nya istirahat,sakit kali vaksin ke modernabadan terasa sakit menggigildemam dan paling sakit kepala kuku kira lewat nyawa kusyukur minum mefenamic acid dan obat yg di kasih doktersetelah minum obat badan ringanngeri efek nyamungkin karena kemarin main abis vaksin bukan nya istirahat,"['sakit', 'kali', 'vaksin', 'ke', 'modernabadan', 'terasa', 'sakit', 'menggigildemam', 'dan', 'paling', 'sakit', 'kepala', 'kuku', 'kira', 'lewat', 'nyawa', 'kusyukur', 'minum', 'mefenamic', 'acid', 'dan', 'obat', 'yg', 'di', 'kasih', 'doktersetelah', 'minum', 'obat', 'badan', 'ringanngeri', 'efek', 'nyamungkin', 'karena', 'kemarin', 'main', 'abis', 'vaksin', 'bukan', 'nya', 'istirahat']","['sakit', 'kali', 'vaksin', 'ke', 'modernabadan', 'terasa', 'sakit', 'menggigildemam', 'dan', 'paling', 'sakit', 'kepala', 'kuku', 'kira', 'lewat', 'nyawa', 'kusyukur', 'minum', 'mefenamic', 'acid', 'dan', 'obat', 'yang', 'di', 'kasih', 'doktersetelah', 'minum', 'obat', 'badan', 'ringanngeri', 'efek', 'nyamungkin', 'karena', 'kemarin', 'main', 'setelah', 'vaksin', 'bukan', 'nya', 'istirahat']","['sakit', 'kali', 'vaksin', 'modernabadan', 'terasa', 'sakit', 'menggigildemam', 'paling', 'sakit', 'kepala', 'kuku', 'kira', 'lewat', 'nyawa', 'kusyukur', 'minum', 'mefenamic', 'acid', 'obat', 'kasih', 'doktersetelah', 'minum', 'obat', 'badan', 'ringanngeri', 'efek', 'nyamungkin', 'kemarin', 'main', 'vaksin', 'bukan', 'istirahat']","['sakit', 'kali', 'vaksin', 'modernabadan', 'asa', 'sakit', 'menggigildemam', 'paling', 'sakit', 'kepala', 'kuku', 'kira', 'lewat', 'nyawa', 'syukur', 'minum', 'mefenamic', 'acid', 'obat', 'kasih', 'doktersetelah', 'minum', 'obat', 'badan', 'ringanngeri', 'efek', 'nyamungkin', 'kemarin', 'main', 'vaksin', 'bukan', 'istirahat']","['sakit', 'kali', 'vaksin', 'modernabadan', 'terasa', 'sakit', 'menggigildemam', 'paling', 'sakit', 'kepala', 'kuku', 'kira', 'lewat', 'nyawa', 'kusyukur', 'minum', 'mefenamic', 'acid', 'obat', 'kasih', 'doktersetelah', 'minum', 'obat', 'badan', 'ringanngeri', 'efek', 'nyamungkin', 'kemarin', 'main', 'vaksin', 'bukan', 'istirahat']",[],[],[],sakit kali vaksin modernabadan asa sakit menggigildemam paling sakit kepala kuku kira lewat nyawa syukur minum mefenamic acid obat kasih doktersetelah minum obat badan ringanngeri efek nyamungkin kemarin main vaksin bukan istirahat
positive,"kalo ayahku yg booster moderna meriang hari, tapi kalo langsung minum paracetamol yg diberikan setelah vaksin efek ga seaneh yg baru minum pas panasnya muncul. aku baru besok ngikut yg pfizer, katanya yg udah cuma pegel aja",kalo ayahku yg booster moderna meriang hari tapi kalo langsung minum paracetamol yg diberikan setelah vaksin efek ga seaneh yg baru minum pas panasnya muncul aku baru besok ngikut yg pfizer katanya yg udah cuma pegel aja,kalo ayahku yg booster moderna meriang hari tapi kalo langsung minum paracetamol yg diberikan setelah vaksin efek ga seaneh yg baru minum pas panasnya muncul aku baru besok ngikut yg pfizer katanya yg udah cuma pegel aja,"['kalo', 'ayahku', 'yg', 'booster', 'moderna', 'meriang', 'hari', 'tapi', 'kalo', 'langsung', 'minum', 'paracetamol', 'yg', 'diberikan', 'setelah', 'vaksin', 'efek', 'ga', 'seaneh', 'yg', 'baru', 'minum', 'pas', 'panasnya', 'muncul', 'aku', 'baru', 'besok', 'ngikut', 'yg', 'pfizer', 'katanya', 'yg', 'udah', 'cuma', 'pegel', 'aja']","['kalau', 'ayahku', 'yang', 'booster', 'moderna', 'meriang', 'hari', 'tapi', 'kalau', 'langsung', 'minum', 'paracetamol', 'yang', 'diberikan', 'setelah', 'vaksin', 'efek', 'tidak', 'seaneh', 'yang', 'baru', 'minum', 'saat', 'panasnya', 'muncul', 'aku', 'baru', 'besok', 'mengikuti', 'yang', 'pfizer', 'katanya', 'yang', 'sudah', 'hanya', 'pegal', 'saja']","['kalau', 'ayahku', 'booster', 'moderna', 'meriang', 'hari', 'kalau', 'langsung', 'minum', 'paracetamol', 'diberikan', 'vaksin', 'efek', 'seaneh', 'baru', 'minum', 'panasnya', 'muncul', 'baru', 'besok', 'mengikuti', 'pfizer', 'katanya', 'pegal']","['kalau', 'ayah', 'booster', 'moderna', 'meriang', 'hari', 'kalau', 'langsung', 'minum', 'paracetamol', 'beri', 'vaksin', 'efek', 'aneh', 'baru', 'minum', 'panas', 'muncul', 'baru', 'besok', 'ikut', 'pfizer', 'kata', 'pegal']","['kalau', 'ayahku', 'booster', 'moderna', 'meriang', 'hari', 'kalau', 'langsung', 'minum', 'paracetamol', 'diberikan', 'vaksin', 'efek', 'seaneh', 'baru', 'minum', 'panasnya', 'muncul', 'baru', 'besok', 'mengikuti', 'pfizer', 'katanya', 'pegal']",[],[],[],kalau ayah booster moderna meriang hari kalau langsung minum paracetamol beri vaksin efek aneh baru minum panas muncul baru besok ikut pfizer kata pegal
negative,"ternyata efek booster moderna baru kerasa +, tangan bengkak pegel dan pusing",ternyata efek booster moderna baru kerasa  tangan bengkak pegel dan pusing,ternyata efek booster moderna baru kerasa  tangan bengkak pegel dan pusing,"['ternyata', 'efek', 'booster', 'moderna', 'baru', 'kerasa', 'tangan', 'bengkak', 'pegel', 'dan', 'pusing']","['ternyata', 'efek', 'booster', 'moderna', 'baru', 'terasa', 'tangan', 'bengkak', 'pegal', 'dan', 'pusing']","['ternyata', 'efek', 'booster', 'moderna', 'baru', 'terasa', 'tangan', 'bengkak', 'pegal', 'pusing']","['nyata', 'efek', 'booster', 'moderna', 'baru', 'asa', 'tangan', 'bengkak', 'pegal', 'pusing']","['ternyata', 'efek', 'booster', 'moderna', 'baru', 'terasa', 'tangan', 'bengkak', 'pegal', 'pusing']",[],[],[],nyata efek booster moderna baru asa tangan bengkak pegal pusing
positive,moderna bulan september . efeknya  ada efek sama sekali cm ngantuk aja. eh tp  tau ngantuk itu emang dasar aku nya atau efek vaksin wkwk,moderna bulan september  efeknya  ada efek sama sekali cm ngantuk aja eh tp  tau ngantuk itu emang dasar aku nya atau efek vaksin wkwk,moderna bulan september  efeknya  ada efek sama sekali cm ngantuk aja eh tp  tau ngantuk itu emang dasar aku nya atau efek vaksin wkwk,"['moderna', 'bulan', 'september', 'efeknya', 'ada', 'efek', 'sama', 'sekali', 'cm', 'ngantuk', 'aja', 'eh', 'tp', 'tau', 'ngantuk', 'itu', 'emang', 'dasar', 'aku', 'nya', 'atau', 'efek', 'vaksin', 'wkwk']","['moderna', 'bulan', 'september', 'efeknya', 'ada', 'efek', 'sama', 'sekali', 'hanya', 'mengantuk', 'saja', 'eh', 'tapi', 'tau', 'mengantuk', 'itu', 'memang', 'dasar', 'aku', 'nya', 'atau', 'efek', 'vaksin', 'wkwk']","['moderna', 'bulan', 'september', 'efeknya', 'efek', 'sama', 'sekali', 'mengantuk', 'tau', 'mengantuk', 'memang', 'dasar', 'efek', 'vaksin']","['moderna', 'bulan', 'september', 'efek', 'efek', 'sama', 'sekali', 'antuk', 'tau', 'antuk', 'memang', 'dasar', 'efek', 'vaksin']","['moderna', 'bulan', 'september', 'efeknya', 'efek', 'sama', 'sekali', 'mengantuk', 'tau', 'mengantuk', 'memang', 'dasar', 'efek', 'vaksin']",[],[],[],moderna bulan september efek efek sama sekali antuk tau antuk memang dasar efek vaksin
negative,kemarin mama setelah dpt booster moderna efek sampingnya parah bgt smpe mual muntah. jujur jadi takut.. bukan takut karena dlmnya ada apanya dan ga percaya. tp males aja kalo sakit,kemarin mama setelah dpt booster moderna efek sampingnya parah bgt smpe mual muntah jujur jadi takut bukan takut karena dlmnya ada apanya dan ga percaya tp males aja kalo sakit,kemarin mama setelah dpt booster moderna efek sampingnya parah bgt smpe mual muntah jujur jadi takut bukan takut karena dlmnya ada apanya dan ga percaya tp males aja kalo sakit,"['kemarin', 'mama', 'setelah', 'dpt', 'booster', 'moderna', 'efek', 'sampingnya', 'parah', 'bgt', 'smpe', 'mual', 'muntah', 'jujur', 'jadi', 'takut', 'bukan', 'takut', 'karena', 'dlmnya', 'ada', 'apanya', 'dan', 'ga', 'percaya', 'tp', 'males', 'aja', 'kalo', 'sakit']","['kemarin', 'ibu', 'setelah', 'dapat', 'booster', 'moderna', 'efek', 'sampingnya', 'parah', 'sekali', 'sampai', 'mual', 'muntah', 'jujur', 'jadi', 'takut', 'bukan', 'takut', 'karena', 'dalamnya', 'ada', 'apanya', 'dan', 'tidak', 'percaya', 'tapi', 'malas', 'saja', 'kalau', 'sakit']","['kemarin', 'ibu', 'booster', 'moderna', 'efek', 'sampingnya', 'parah', 'sekali', 'mual', 'muntah', 'jujur', 'jadi', 'takut', 'bukan', 'takut', 'dalamnya', 'apanya', 'percaya', 'malas', 'kalau', 'sakit']","['kemarin', 'ibu', 'booster', 'moderna', 'efek', 'samping', 'parah', 'sekali', 'mual', 'muntah', 'jujur', 'jadi', 'takut', 'bukan', 'takut', 'dalam', 'apa', 'percaya', 'malas', 'kalau', 'sakit']","['kemarin', 'ibu', 'booster', 'moderna', 'efek', 'sampingnya', 'parah', 'sekali', 'mual', 'muntah', 'jujur', 'jadi', 'takut', 'bukan', 'takut', 'dalamnya', 'apanya', 'percaya', 'malas', 'kalau', 'sakit']",[],[],[],kemarin ibu booster moderna efek samping parah sekali mual muntah jujur jadi takut bukan takut dalam apa percaya malas kalau sakit
negative,booster moderna kak. kalo kakak booster kalo bisa aku saranin milih yng lain ya kak selain moderna . aku baru tau moderna efek nya kuat banget,booster moderna kak kalo kakak booster kalo bisa aku saranin milih yng lain ya kak selain moderna  aku baru tau moderna efek nya kuat banget,booster moderna kak kalo kakak booster kalo bisa aku saranin milih yng lain ya kak selain moderna  aku baru tau moderna efek nya kuat banget,"['booster', 'moderna', 'kak', 'kalo', 'kakak', 'booster', 'kalo', 'bisa', 'aku', 'saranin', 'milih', 'yng', 'lain', 'ya', 'kak', 'selain', 'moderna', 'aku', 'baru', 'tau', 'moderna', 'efek', 'nya', 'kuat', 'banget']","['booster', 'moderna', 'kak', 'kalau', 'kakak', 'booster', 'kalau', 'bisa', 'aku', 'sarankan', 'pilih', 'yang', 'lain', 'ya', 'kak', 'selain', 'moderna', 'aku', 'baru', 'tau', 'moderna', 'efek', 'nya', 'kuat', 'sekali']","['booster', 'moderna', 'kalau', 'kakak', 'booster', 'kalau', 'sarankan', 'pilih', 'moderna', 'baru', 'tau', 'moderna', 'efek', 'kuat', 'sekali']","['booster', 'moderna', 'kalau', 'kakak', 'booster', 'kalau', 'saran', 'pilih', 'moderna', 'baru', 'tau', 'moderna', 'efek', 'kuat', 'sekali']","['booster', 'moderna', 'kalau', 'kakak', 'booster', 'kalau', 'sarankan', 'pilih', 'moderna', 'baru', 'tau', 'moderna', 'efek', 'kuat', 'sekali']",[],[],[],booster moderna kalau kakak booster kalau saran pilih moderna baru tau moderna efek kuat sekali
negative,"booster nya nanti milih pfizer, astrazeneca atau moderna. aku saranin jangan moderna ya. efek nya kuat banget",booster nya nanti milih pfizer astrazeneca atau moderna aku saranin jangan moderna ya efek nya kuat banget,booster nya nanti milih pfizer astrazeneca atau moderna aku saranin jangan moderna ya efek nya kuat banget,"['booster', 'nya', 'nanti', 'milih', 'pfizer', 'astrazeneca', 'atau', 'moderna', 'aku', 'saranin', 'jangan', 'moderna', 'ya', 'efek', 'nya', 'kuat', 'banget']","['booster', 'nya', 'nanti', 'pilih', 'pfizer', 'astrazeneca', 'atau', 'moderna', 'aku', 'sarankan', 'jangan', 'moderna', 'ya', 'efek', 'nya', 'kuat', 'sekali']","['booster', 'pilih', 'pfizer', 'astrazeneca', 'moderna', 'sarankan', 'jangan', 'moderna', 'efek', 'kuat', 'sekali']","['booster', 'pilih', 'pfizer', 'astrazeneca', 'moderna', 'saran', 'jangan', 'moderna', 'efek', 'kuat', 'sekali']","['booster', 'pilih', 'pfizer', 'astrazeneca', 'moderna', 'sarankan', 'jangan', 'moderna', 'efek', 'kuat', 'sekali']",[],[],[],booster pilih pfizer astrazeneca moderna saran jangan moderna efek kuat sekali
negative,"sumpah mak.. moderna parah banget efek nya... sampe pagi ini aku masih demam tinggi coba, sampe gak bisa tidur lagi",sumpah mak moderna parah banget efek nya sampe pagi ini aku masih demam tinggi coba sampe gak bisa tidur lagi,sumpah mak moderna parah banget efek nya sampe pagi ini aku masih demam tinggi coba sampe gak bisa tidur lagi,"['sumpah', 'mak', 'moderna', 'parah', 'banget', 'efek', 'nya', 'sampe', 'pagi', 'ini', 'aku', 'masih', 'demam', 'tinggi', 'coba', 'sampe', 'gak', 'bisa', 'tidur', 'lagi']","['sumpah', 'ibu', 'moderna', 'parah', 'sekali', 'efek', 'nya', 'sampai', 'pagi', 'ini', 'aku', 'masih', 'demam', 'tinggi', 'coba', 'sampai', 'tidak', 'bisa', 'tidur', 'lagi']","['sumpah', 'ibu', 'moderna', 'parah', 'sekali', 'efek', 'pagi', 'demam', 'tinggi', 'coba', 'tidur']","['sumpah', 'ibu', 'moderna', 'parah', 'sekali', 'efek', 'pagi', 'demam', 'tinggi', 'coba', 'tidur']","['sumpah', 'ibu', 'moderna', 'parah', 'sekali', 'efek', 'pagi', 'demam', 'tinggi', 'coba', 'tidur']",[],[],[],sumpah ibu moderna parah sekali efek pagi demam tinggi coba tidur
